Nomor Inventaris,Nama Mesin,Merk,Tanggal Pembelian,Location,Made In,Kondisi Mesin,Mesin Yang Tersedia,Kelompok Mesin
TW-MPP-00001,Mesin Jarum 1  S7180A,Brother,2021-10-21 00:00:00,TW1,Vietnam,Rusak,1,SN
TW-MPP-00002,Mesin Jarum 1 S7100A,Brother,2019-04-12 00:00:00,TW38,Vietnam,Normal,1,SN
TW-MPP-00003,Steam Boiler Listrik,Nissin,2020-04-06 00:00:00,TW38,China,Normal,1,Helper
TW-MPP-00004,Mesin Jarum 1  S7180A,Brother,2021-10-21 00:00:00,TW38,Vietnam,Normal,1,SN
TW-MPP-00005,Mesin Jarum 1 (DDL-900B,Juki,2018-09-27 00:00:00,TW1,China,Normal,1,SN
TW-MPP-00006,Mesin Jarum 1  S7180A,Brother,2021-10-21 00:00:00,TW1,Vietnam,Normal,1,SN
TW-MPP-00007,Mesin Jarum 1 S7100A,Brother,2020-07-13 00:00:00,TW1,Vietnam,Normal,1,SN
TW-MPP-00008,Mesin Jarum 1 S7100A,Brother,2019-04-12 00:00:00,TW1,Vietnam,Normal,1,SN
TW-MPP-00009,Mesin Jarum 1 S7100A,Brother,2019-04-12 00:00:00,TW38,Vietnam,Normal,1,SN
TW-MPP-00011,Mesin Jarum 1  S7180A,Brother,2022-06-01 00:00:00,TW1,China,Normal,1,SN
TW-MPP-00012,Mesin Jarum 1  S7180A,Brother,2022-06-01 00:00:00,TW1,China,Normal,1,SN
TW-MPP-00013,Mesin Jarum 1  S7180A,Brother,2022-08-01 00:00:00,TW1,China,Normal,1,SN
TW-MPP-00015,Mesin Jarum 1  S7180A,Brother,2023-04-12 00:00:00,TW38,China,Normal,1,SN
TW-MPP-00016,Mesin Bordir Dua Kepala,Azura,2019-07-01 00:00:00,TW1,China,Normal,1,Helper
TW-MPP-00017,Mesin Potong Pola Kertas,J-Wei,2019-04-12 00:00:00,TW1,China,Normal,1,Manual
TW-MPP-00018,Mesin Gulung Benang WJ-20S,Weijie,2023-04-03 00:00:00,TW1,China,Normal,1,Threader
TW-MPP-00019,Mesin Jarum 1 S7100A,Brother,2021-10-21 00:00:00,TW38,Vietnam,Normal,1,SN
TW-MPP-00020,Mesin Jarum 1 S7100A,Brother,2020-07-13 00:00:00,TW38,Vietnam,Normal,1,SN
TW-MPP-00021,Mesin Jarum 1  S7180A,Brother,2023-04-12 00:00:00,TW1,China,Normal,1,SN
TW-MPP-00022,Mesin Jarum 1  S7180A,Brother,2023-04-12 00:00:00,TW38,China,Normal,1,SN
TW-MPP-00023,Mesin Jarum 1  S7180A,Brother,2022-08-01 00:00:00,TW1,China,Normal,1,SN
TW-MPP-00024,Mesin Pasang Tangan,Durkop,2021-03-25 00:00:00,TW1,Germany,Normal,1,Lain-lain
TW-MPP-00025,Mesin Jarum 1 S7100A,Brother,2020-07-13 00:00:00,TW38,Vietnam,Normal,1,SN
TW-MPP-00026,Mesin Jarum 1 S7100A,Brother,2019-04-12 00:00:00,TW1,Vietnam,Normal,1,SN
TW-MPP-00028,Mesin Obras MO-6800JUKI,Juki,2018-08-07 00:00:00,TW38,China,Normal,1,OL 3
TW-MPP-00029,Mesin Jarum 1 S7100A,Brother,2020-07-13 00:00:00,TW1,Vietnam,Normal,1,SN
TW-MPP-00030,Mesin Jarum 1  S7180A,Brother,2023-04-12 00:00:00,TW38,China,Normal,1,SN
TW-MPP-00031,Mesin Jarum 1  S7180A,Brother,2023-04-12 00:00:00,TW1,China,Normal,1,SN
TW-MPP-00281,Mesin jarum 1 S-7180a ,Brother,2021-10-26 00:00:00,TW1,China,Normal,1,SN
TW-MPP-00033,Mesin Obras MO-6816D JUKI,Juki,2023-02-24 00:00:00,TW38,China,Normal,1,OL 3
TW-MPP-00471,Mesin Soom JC 9330-0,Brother,2025-07-03 00:00:00,TW38,China,Normal,1,Soom
TW-MPP-00035,Mesin Jarum 1  S7180A,Brother,2023-04-12 00:00:00,TW38,China,Normal,1,SN
TW-MPP-00037,Mesin Press NS-450MS,Nissin,2022-11-08 00:00:00,TW1,Indonesia,Normal,1,Maica
TW-MPP-00038,Mesin Press HP-900LFS,Hashima,2019-04-12 00:00:00,TW1,Jepang,Normal,1,Maica
TW-MPP-00039,Mesin Lubang Kancing QQ RH-982A,Brother,2022-08-01 00:00:00,TW1,China,Normal,1,Mesin QQ
TW-MPP-00040,Mesin BASS HOKI,Hoki,2023-04-19 00:00:00,TW1,Indonesia,Normal,1,Bass
TW-MPP-00041,Mesin Make Up MS-1190,Juki,2022-07-01 00:00:00,TW1,China,Normal,1,Makeup
TW-MPP-00042,Mesin Bobok Kantong APW-895N,Juki,2022-09-01 00:00:00,TW1,Indonesia,Normal,1,APW
TW-MPP-00043,Mesin Pasang Kancing  BE-438 C,Brother,2010-02-01 00:00:00,TW1,China,Rusak,1,Pasang Kancing
TW-MPP-00044,Mesin Lubang Kancing HE-800C-2,Brother,2020-02-13 00:00:00,TW1,China,Normal,1,Button Holer
TW-MPP-00046,Mesin Jarum 1  S7180A,Brother,2022-10-01 00:00:00,TW1,China,Normal,1,SN
TW-MPP-00047,Mesin Jarum 1  S7180A,Brother,2022-10-01 00:00:00,TW38,China,Normal,1,SN
TW-MPP-00048,Mesin Jarum 1  S7180A,Brother,2022-10-01 00:00:00,TW1,China,Normal,1,SN
TW-MPP-00049,Mesin Obras MO-6816S JUKI,Juki,2022-07-01 00:00:00,TW1,China,Normal,1,OL 3
TW-MPP-00507,Mesin Make Up MS-1190,Juki,2024-11-01 00:00:00,TW1,China,Normal,1,Makeup
TW-MPP-00055,Mesin Press Buaya,,2019-04-12 00:00:00,TW1,China,Rusak,1,Maica
TW-MPP-00056,Mesin Jarum 1 S7100,Brother,2005-12-05 00:00:00,TW1,Indonesia,Normal,1,SN
TW-MPP-00057,Mesin Jarum 1 Manual FY8700,Feiyue,2008-05-10 00:00:00,TW1,China,Normal,1,SN
TW-MPP-00058,Mesin Jarum 1  ZJ9701R-D3,Zoje,2011-11-28 00:00:00,TERJUAL,China,Terjual,1,SN
TW-MPP-00059,Mesin Jarum 1  ZJ9701R-D3,Zoje,2011-11-23 00:00:00,TERJUAL,China,Terjual,1,SN
TW-MPP-00060,Mesin Jarum 1  ZJ9701R-D2,Zoje,2009-12-23 00:00:00,TW1,China,Normal,1,SN
TW-MPP-00062,Mesin Jarum 1  ZJ9701R-D3,Zoje,2011-11-28 00:00:00,TW1,China,Normal,1,SN
TW-MPP-00063,Mesin Jarum 1  ZJ9701R-D2,Zoje,2009-12-23 00:00:00,TW1,China,Normal,1,SN
TW-MPP-00064,Mesin Jarum 1  ZJ9701R-D2,Zoje,2009-12-23 00:00:00,TW1,China,Normal,1,SN
TW-MPP-00065,Mesin Jarum 1  ZJ9701R-D2,Zoje,2009-12-23 00:00:00,TW1,China,Normal,1,SN
TW-MPP-00066,Meja Gosok,,2010-02-01 00:00:00,TW1,China,Normal,1,Ironning
TW-MPP-00067,Meja gosok,,2016-01-01 00:00:00,TW1,Jepang,Normal,1,Ironning
TW-MPP-00068,Mesin Bartack KE-430FS,Brother,2019-04-12 00:00:00,TW38,China,Normal,1,Bartack
TW-MPP-00069,Mesin Jarum 1 (DDL-900B),Juki,2018-09-27 00:00:00,TW38,China,Normal,1,SN
TW-MPP-00071,Mesin Ban Karet YAMATA,Yamata,2008-04-10 00:00:00,TW38,China,Normal,1,"Kansai 7/8""+Cr"
TW-MPP-00072,Mesin Jarum 1  ZJ9701R-D2,Zoje,2009-12-23 00:00:00,TERJUAL,China,Terjual,1,SN
TW-MPP-00073,Mesin Jarum 1 (DDL-900B),Juki,2018-09-27 00:00:00,TW38,China,Normal,1,SN
TW-MPP-00074,Mesin Jarum 1 (DDL-900B),Juki,2021-10-21 00:00:00,TW38,China,Normal,1,SN
TW-MPP-00075,Steam Boiler Listrik,Nissin,2020-04-06 00:00:00,TW1,China,Normal,1,Helper
TW-MPP-00076,Mesin Bartack KE-430FS,Brother,2018-07-01 00:00:00,TW1,China,Normal,1,Bartack
,--,,,TIDAK DITEMUKAN,,Normal,1,Manual
TW-MPP-00079,Mesin SIDE CUTTER GC6170 ,Typical,2013-12-01 00:00:00,TW38,China,Normal,1,SC
TW-MPP-00080,Mesin Jarum 2 Brother T-8450C-003,Brother,2024-12-30 00:00:00,TW38,China,Normal,1,SN
TW-MPP-00081,Mesin Pasang Kancing BE-438 D,Brother,2007-08-08 00:00:00,TW1,China,Rusak,1,Pasang Kancing
TW-MPP-00082,Mesin Obras Corong M700 HOKI,Hoki,2023-04-03 00:00:00,TW38,China,Normal,1,OL 4 + Cr
TW-MPP-00083,Mesin Tandem GC0058,Typical,2016-09-01 00:00:00,TW38,China,Normal,1,Tandem
TW-MPP-00084,Mesin Tali Loop(Over Deck) FY2700,Feiyue,2009-04-01 00:00:00,TW1,China,Normal,1,Overdeck
TW-MPP-00086,Mesin Make Up DA-927086,Brother,2021-01-18 00:00:00,TW38,China,Normal,1,Makeup
TW-MPP-00472,Mesin Soom JC 9330-0,Brother,2025-08-03 00:00:00,TW38,China,Normal,1,Soom
TW-MPP-00089,Mesin Jarum 2 GC842,Nissin,2016-09-01 00:00:00,TW38,China,Normal,1,SN
TW-MPP-00090,Mesin  SIDE CUTTER,Zoje,,TERJUAL,China,Terjual,1,SC
TW-MPP-00091,Mesin Jarum 2 GC842,Nissin,,TW38,China,Normal,1,SN
TW-MPP-00092,Mesin Obras MO-6700 JUKI,Juki,2011-05-01 00:00:00,TW38,China,Rusak,1,OL 3
TW-MPP-00095,Meja Gosok,,2005-12-05 00:00:00,TW1,Indonesia,Normal,1,Ironning
TW-MPP-00096,Meja Gosok,,2010-02-01 00:00:00,TW38,Indonesia,Rusak,1,Ironning
TW-MPP-00097,Meja Gosok Megochi,megochi,2019-09-18 00:00:00,TW1,Indonesia,Normal,1,Ironning
TW-MPP-00100,Mesin Jarum 1  S7180A,Brother,2023-02-10 00:00:00,TW38,China,Normal,1,SN
TW-MPP-00103,Meja Gosok,,2010-02-01 00:00:00,TW1,Indonesia,Normal,1,Ironning
TW-MPP-00104,Meja Gosok,,2020-03-01 00:00:00,TW1,Indonesia,Normal,1,Ironning
TW-MPP-00105,Meja Gosok,,2010-02-01 00:00:00,TW1,Indonesia,Normal,1,Ironning
TW-MPP-00106,Meja Gosok,,2010-02-01 00:00:00,TW1,Indonesia,Normal,1,Ironning
TW-MPP-00107,Meja Gosok,,2010-02-01 00:00:00,TW1,Indonesia,Normal,1,Ironning
TW-MPP-00108,Mesin Obras MO-6814 JUKI,Juki,2023-04-06 00:00:00,TW38,China,Normal,1,OL 3
TW-MPP-00110,Mesin Jarum 1  S7180A,Brother,2023-02-10 00:00:00,TW38,China,Normal,1,SN
TW-MPP-00112,Mesin GERBER Potong Otomatis Gelaran Tebal,Gerber,2022-02-05 00:00:00,TW1,China,Normal,1,Manual
TW-MPP-00477,Mesin Jarum 1 S7180A,Brother,2024-12-19 00:00:00,TW38,China,Normal,1,SN
TW-MPP-00115,Meja Gosok,,2010-02-01 00:00:00,TIDAK DITEMUKAN,Indonesia,Rusak,1,Ironning
TW-MPP-00116,Meja Gosok,,2010-02-01 00:00:00,TW38,Indonesia,Rusak,1,Ironning
TW-MPP-00517,Mesin Lubang Kancing HE-800C-2,Brother,2022-06-19 00:00:00,TW1,China,Normal,1,Button Holer
TW-MPP-00119,Mesin Jarum 1  ZJ9701R-D3,Zoje,2011-11-28 00:00:00,TERJUAL,China,Terjual,1,SN
TW-MPP-00120,Boiler Gas,,2006-06-01 00:00:00,TW1,Indonesia,Normal,1,Helper
TW-MPP-00121,Boiler Solar,,2000-01-01 00:00:00,TW1,Indonesia,Normal,1,Helper
TW-MPP-00327,Mesin BASS BRC-T3520MA,Bruce,2025-04-26 00:00:00,TW38,China,Normal,1,Bass
TW-MPP-00125,Mesin Jarum 1  S7180A,Brother,2020-07-13 00:00:00,TW1,China,Normal,1,SN
TW-MPP-00126,Mesin Jarum 1 (DDL-900B),Juki,2019-02-02 00:00:00,TW38,China,Normal,1,SN
TW-MPP-00127,Mesin Jarum 1 S7100A,Brother,2020-07-13 00:00:00,TW1,Vietnam,Normal,1,SN
TW-MPP-00128,Mesin Jarum 1 S7100A,Brother,2020-07-13 00:00:00,TW1,Vietnam,Normal,1,SN
TW-MPP-00131,Mesin Jarum 1 (DDL8700B-7),Juki,2016-01-01 00:00:00,TW1,China,Normal,1,SN
TW-MPP-00132,Mesin Jarum 1  S7180A,Brother,2020-07-13 00:00:00,TW1,China,Normal,1,SN
TW-MPP-00133,Mesin Jarum 1 S7100H,Brother,2020-07-13 00:00:00,TW1,China,Normal,1,SN
TW-MPP-00134,Mesin Jarum 1 S7100A,Brother,2020-07-13 00:00:00,TW38,Vietnam,Normal,1,SN
TW-MPP-00135,Mesin Jarum 1  S7180A,Brother,2020-07-13 00:00:00,TW1,China,Normal,1,SN
TW-MPP-00136,Mesin Jarum 1  S7180A,Brother,2020-07-13 00:00:00,TW1,China,Normal,1,SN
TW-MPP-00137,Mesin Jarum 1  S7180A,Brother,2020-07-13 00:00:00,TW38,China,Normal,1,SN
TW-MPP-00138,Mesin Jarum 1  S7180A,Brother,2020-07-13 00:00:00,TW1,China,Normal,1,SN
TW-MPP-00139,Mesin Jarum 1 S7100A,Brother,2020-07-13 00:00:00,TW1,Vietnam,Normal,1,SN
TW-MPP-00339,Mesin BASS BRC-T3520MA,Bruce,2025-04-26 00:00:00,TW38,China,Normal,1,Bass
TW-MPP-00141,Mesin Jarum 1  S7180A,Brother,2020-07-13 00:00:00,TW1,China,Normal,1,SN
TW-MPP-00142,Meja Gosok Suesei,Suesei,2020-03-20 00:00:00,TW1,Indonesia,Normal,1,Ironning
TW-MPP-00143,Mesin Jarum 1 (DDL-900B),Juki,2019-02-02 00:00:00,TW38,China,Normal,1,SN
TW-MPP-00145,Mesin Jarum 1  S7180A,Brother,2020-07-13 00:00:00,TERJUAL,China,Normal,1,SN
TW-MPP-00146,Mesin Jarum 1  S7180A,Brother,2020-07-13 00:00:00,TW38,China,Normal,1,SN
TW-MPP-00147,Mesin Pasang Tangan,Durkop,2021-03-25 00:00:00,TW38,Germany,Normal,1,Lain-lain
TW-MPP-00148,Mesin Jarum 1  S7180A,Brother,2022-10-01 00:00:00,TW38,China,Normal,1,SN
TW-MPP-00149,Mesin Jarum 1 S7100A,Brother,2020-07-13 00:00:00,TW1,Vietnam,Normal,1,SN
TW-MPP-00150,Mesin Jarum 1 (DDL-900B),Juki,2019-04-12 00:00:00,TW1,China,Normal,1,SN
TW-MPP-00151,Mesin Jarum 1  S7180A,Brother,2022-08-01 00:00:00,TW1,China,Normal,1,SN
TW-MPP-00152,Meja Gosok Suesei,Suesei,2010-02-01 00:00:00,TW38,Indonesia,Normal,1,Ironning
TW-MPP-00153,Mesin Pasang Kancing BE-438HS,Brother,2022-06-01 00:00:00,TW1,China,Normal,1,Pasang Kancing
TW-MPP-00159,Mesin Tandem MS0058-1A-2,Mitsubishi,2010-02-01 00:00:00,TW38,China,Normal,1,Tandem
TW-MPP-00160,Mesin Jarum 1  ZJ9701R-D2,Zoje,2009-12-23 00:00:00,TERJUAL,China,Terjual,1,SN
TW-MPP-00161,Mesin Jarum 1  ZJ9701R-D2,Zoje,2009-12-23 00:00:00,TERJUAL,China,Terjual,1,SN
TW-MPP-00162,Mesin Jarum 1  S7180A,Brother,2022-10-01 00:00:00,TW1,China,Normal,1,SN
TW-MPP-00163,Mesin Bordir Barudan BEKS-Y920 (600X300/300 MM),Barudan,2021-01-28 00:00:00,TW1,China,Normal,1,Helper
TW-MPP-00164,Stabilizer Digital 6 KVA AVR - LD 6GT,Matsuyama,2021-01-28 00:00:00,TW1,China,Normal,1,Helper
TW-MPP-00165,Stabilizer Digital 15 KVA AVR - LD 15 GS,Matsuyama,2021-04-10 00:00:00,TW1,Jepang,Normal,1,Helper
TW-MPP-00166,Mesin Jarum 1 GC6180,Typical,2011-06-01 00:00:00,TW1,China,Normal,1,SN
TW-MPP-00167,Mesin Obras MO-6816D JUKI,Juki,2023-04-06 00:00:00,TW1,China,Normal,1,OL 3
TW-MPP-00168,Mesin Jarum 2 Sicama LT2-B848-380,Sicama,,TW38,China,Rusak,1,SN
TW-MPP-00172,Mesin Jarum 1  ZJ9701R-D3,Zoje,2011-11-28 00:00:00,TERJUAL,China,Terjual,1,SN
TW-MPP-00173,Mesin Jarum 1  ZJ9701R-D2,Zoje,2009-12-23 00:00:00,TERJUAL,China,Terjual,1,SN
TW-MPP-00174,Mesin Jarum 1  ZJ9701R-D2,Zoje,2009-12-23 00:00:00,TERJUAL,China,Terjual,1,SN
TW-MPP-00178,Mesin Zig Zag,Yamata,,TW38,China,Normal,1,Zigzag
TW-MPP-00179,PNEUMATIC SNAP BUTTON / RIVET NS-Q3 / NISSIN,Nissin,2023-04-06 00:00:00,TW1,China,Normal,1,Snap Attaching
TW-MPP-00180,Mesin Tandem GC0058,Typical,2013-01-01 00:00:00,TW1,China,Normal,1,Tandem
TW-MPP-00628,Mesin BASS BRC-T3520MA,bruce,2024-10-25 00:00:00,TW1,China,Normal,1,Bass
TW-MPP-00182,Mesin Jarum 1  S7180A,Brother,2023-02-10 00:00:00,TW38,China,Normal,1,SN
TW-MPP-00183,Mesin Press NS-450MS,Nissin,2022-11-08 00:00:00,TW1,China,Normal,1,Maica
TW-MPP-00184,Mesin Press HP-900LFS,Hashima,2019-04-12 00:00:00,TW1,Jepang,Normal,1,Maica
TW-MPP-00185,Auto Cut J-wei CB03II-2516-RQ,J-Wei,2019-04-12 00:00:00,TW1,China,Normal,1,Manual
TW-MPP-00188,Mesin Balik Kerah,Ngai Shing,2023-05-31 00:00:00,TW1,China,Normal,1,Lain-lain
TW-MPP-00189,Mesin Press Manset,Ngai Shing,2023-05-31 00:00:00,TW1,China,Normal,1,Maica
TW-MPP-00190,Mesin Pasang Gembol M-2612TZ,Maica,2023-06-06 00:00:00,TW1,China,Normal,1,Helper
TW-MPP-00191,Mesin Tamplate  JKC-NS2-13095-LM-LC1,Jooke,2023-06-06 00:00:00,TW1,China,Normal,1,Lain-lain
TW-MPP-00193,GENSET 250KVA,Catterpilar,2022-01-05 00:00:00,TW1,Indonesia,Normal,1,Helper
TW-MPP-00194,Mesin Potong Karet NTK-098V,MTK (NTK-098V),2020-02-13 00:00:00,TW38,Indonesia,Normal,1,Manual
TW-MPP-00195,Mesin Inspek Bahan,Rekondisi,2022-04-16 00:00:00,TW38,Indonesia,Normal,1,Helper
TW-MPP-00196,Mesin Jarum 1  S7180A,Brother,2023-04-10 00:00:00,TW1,China,Normal,1,SN
TW-MPP-00198,Automatic Voltage Regulator SVC-3000VA,Matsunaga,2023-06-07 00:00:00,TW38,China,Normal,1,Lain-lain
TW-MPP-00199,Charger Aki,,,TW1,China,Normal,1,Helper
TW-MPP-00200,Mesin Jarum 1 S7100A,Brother,2020-07-13 00:00:00,TW1,Vietnam,Normal,1,SN
TW-MPP-00201,Mesin Bartack KE-430FS,Brother,2017-12-22 00:00:00,TW1,China,Normal,1,Bartack
TW-MPP-00202,Mesin Pasang Kancing BE-438HS,Brother,2023-04-05 00:00:00,TW1,China,Normal,1,Pasang Kancing
TW-MPP-00203,Mesin Lubang Kancing HE-800C-2,Brother,2021-01-18 00:00:00,TW1,China,Normal,1,Button Holer
TW-MPP-00204,Mesin Jarum 1 S7100A,Brother,2019-04-12 00:00:00,TW1,Vietnam,Normal,1,SN
TW-MPP-00205,Mesin Jarum 1 S7180A,Brother,2022-07-03 00:00:00,TW38,China,Normal,1,SN
TW-MPP-00206,Mesin Jarum 1 S7100A,Brother,2019-04-12 00:00:00,TW38,Vietnam,Normal,1,SN
TW-MPP-00207,Mesin Jarum 1  ZJ9701R-D2,Zoje,2009-12-23 00:00:00,TERJUAL,China,Terjual,1,SN
TW-MPP-00208,Mesin Jarum 1 S7100A,Brother,2020-07-13 00:00:00,TW38,Vietnam,Normal,1,SN
TW-MPP-00209,Mesin Obras MO-6816S JUKI,Juki,2018-08-07 00:00:00,TW1,China,Normal,1,OL 3
TW-MPP-00210,Mesin Jarum 1  S7180A,Brother,2022-06-01 00:00:00,TW1,China,Normal,1,SN
TW-MPP-00211,Mesin Jarum 1  S7180A,Brother,2022-06-01 00:00:00,TW1,China,Normal,1,SN
TW-MPP-00212,Mesin Jarum 1  S7180A,Brother,2021-10-21 00:00:00,TW38,China,Normal,1,SN
TW-MPP-00213,Mesin Jarum 1  S7180A,Brother,2022-08-01 00:00:00,TW38,China,Normal,1,SN
TW-MPP-00214,Mesin Jarum 1 S7250A,Brother,2019-04-11 00:00:00,TW1,China,Normal,1,SN
TW-MPP-00215,Mesin Jarum 1  S7180A,Brother,2023-04-05 00:00:00,TW1,China,Normal,1,SN
TW-MPP-00216,Mesin Jarum 1 S7100A,Brother,2019-04-12 00:00:00,TW38,Vietnam,Normal,1,SN
TW-MPP-00217,Mesin Jarum 1 S7100A,Brother,2020-07-13 00:00:00,TW1,Vietnam,Normal,1,SN
TW-MPP-00218,Mesin Ban Karet (Kansai Plaket) DFB1404PMD,Kansai sp,2022-06-01 00:00:00,TW38,Jepang,Normal,1,"Kansai 7/8""+Cr"
TW-MPP-00220,Mesin Jarum 1 S7100A,Brother,2020-07-13 00:00:00,TW38,Vietnam,Normal,1,SN
TW-MPP-00222,Mesin Jarum 1  S7180A,Brother,2022-08-01 00:00:00,TW1,China,Normal,1,SN
TW-MPP-00223,Mesin Jarum 1  S7180A,Brother,2022-06-01 00:00:00,TW38,China,Normal,1,SN
TW-MPP-00224,Mesin Jarum 1 S7100A,Brother,2019-04-12 00:00:00,TW38,Vietnam,Normal,1,SN
TW-MPP-00226,Mesin Obras MO-6816D JUKI,Juki,2018-08-07 00:00:00,TW38,China,Normal,1,OL 3
TW-MPP-00227,Mesin Jarum 1  S7180A,Brother,2023-04-05 00:00:00,TW38,China,Normal,1,SN
TW-MPP-00228,Mesin Obras MO-6816S JUKI,Juki,2018-08-07 00:00:00,TW38,China,Normal,1,OL 3
TW-MPP-00230,Mesin Jarum 1 S7100A,Brother,2020-07-13 00:00:00,TW1,China,Normal,1,SN
TW-MPP-00231,Mesin Jarum 1  S7180A,Brother,2021-10-21 00:00:00,TW38,Vietnam,Normal,1,SN
TW-MPP-00233,Mesin Jarum 1 S7100A,Brother,2019-04-12 00:00:00,TW1,Vietnam,Normal,1,SN
TW-MPP-00234,Mesin Jarum 1  ZJ9701R-D3,Zoje,2011-11-28 00:00:00,TERJUAL,China,Terjual,1,SN
TW-MPP-00235,Mesin Jarum 1  S7180A,Brother,2022-10-01 00:00:00,TW1,China,Normal,1,SN
TW-MPP-00236,Mesin Jarum 1  S7180A,Brother,2023-04-12 00:00:00,TW1,China,Normal,1,SN
TW-MPP-00237,Mesin Jarum 1  S7180A,Brother,2023-04-12 00:00:00,TW1,China,Normal,1,SN
TW-MPP-00238,Mesin Jarum 1  S7180A,Brother,2023-04-12 00:00:00,TW1,China,Normal,1,SN
TW-MPP-00239,Mesin Jarum 1  S7180A,Brother,2022-10-01 00:00:00,TW1,China,Normal,1,SN
TW-MPP-00240,Mesin Obras MO-6816S JUKI,Juki,2022-07-01 00:00:00,TW38,China,Normal,1,OL 3
TW-MPP-00242,Mesin Jarum 1  S7180A,Brother,2022-10-01 00:00:00,TW1,China,Normal,1,SN
TW-MPP-00244,Mesin Jarum 1  ZJ9701R-D2,Zoje,2009-12-23 00:00:00,TERJUAL,China,Terjual,1,SN
TW-MPP-00245,Mesin Jarum 1  ZJ9701R-D2,Zoje,2009-12-23 00:00:00,TERJUAL,China,Terjual,1,SN
TW-MPP-00246,Mesin Tali Loop(Over Deck) JK-8669ID,Jack,2020-02-01 00:00:00,TW1,China,Normal,1,Overdeck
TW-MPP-00248,Mesin Jarum 2 ZJ845,Zoje,2016-09-01 00:00:00,TW1,China,Normal,1,SN
TW-MPP-00249,Mesin Obras Corong M700 HOKI,Hoki,2023-04-03 00:00:00,TW38,China,Normal,1,OL 4 + Cr
TW-MPP-00250,Mesin Jarum 1  S7180A,Brother,2021-10-21 00:00:00,TW1,Vietnam,Normal,1,SN
TW-MPP-00251,Mesin Tandem MS0058-1A-2,Mitsubishi,2010-02-01 00:00:00,TW38,China,Normal,1,Tandem
TW-MPP-00252,Mesin Obras HX6816T-03 HIKARI,Hikari,2019-04-12 00:00:00,TW38,China,Rusak,1,OL 3
TW-MPP-00253,PNEUMATIC SNAP BUTTON / RIVET NS-Q3 / NISSIN,Nissin,2023-04-06 00:00:00,TW1,China,Normal,1,Snap Attaching
TW-MPP-00254,Mesin Jarum 1 (DDL8700B-7),Juki,2016-01-01 00:00:00,TW38,China,Normal,1,SN
TW-MPP-00255,Mesin Jarum 2 LH 3568A-7,Juki,2017-12-22 00:00:00,TW1,China,Normal,1,SN
TW-MPP-00256,Mesin  SIDE CUTTER GC6170 ,Typical,2013-12-01 00:00:00,TW1,China,Rusak,1,SC
TW-MPP-00257,Mesin Lubang Kancing Kemeja HE-800B,Brother,2019-04-12 00:00:00,TW1,China,Normal,1,Button Holer
TW-MPP-00258,Mesin Bartack KE-430Fs-03,Brother,2021-01-18 00:00:00,TW1,China,Normal,1,Bartack
TW-MPP-00259,Mesin Pasang Kancing BE-438HS,Brother,2023-04-05 00:00:00,TW38,China,Normal,1,Pasang Kancing
TW-MPP-00260,Mesin pasang kancing BE-438HS,Brother,2022-06-01 00:00:00,TW1,China,Normal,1,Pasang Kancing
TW-MPP-00262,Mesin Jarum 1 S7100A,Brother,2019-04-12 00:00:00,TW1,Vietnam,Normal,1,SN
TW-MPP-00263,Mesin Jarum 1 S7100A,Brother,2020-07-13 00:00:00,TW38,Vietnam,Normal,1,SN
TW-MPP-00264,Mesin Jarum 1  S7180A,Brother,2022-06-01 00:00:00,TW38,China,Normal,1,SN
TW-MPP-00265,Mesin Tandem GC0058,Typical,2016-09-01 00:00:00,TW38,China,Normal,1,Tandem
TW-MPP-00575,Mesin Obras MO-6800 JUKI,Juki,2022-07-22 00:00:00,TW38,China,Normal,1,OL 3
TW-MPP-00268,Mesin Jarum 1 S7100A,Brother,2019-04-12 00:00:00,TW1,Vietnam,Normal,1,SN
TW-MPP-00269,Mesin Jarum 1  S7180A,Brother,2021-10-21 00:00:00,TW1,Vietnam,Normal,1,SN
TW-MPP-00270,Mesin Jarum 1  S7180A,Brother,2022-06-01 00:00:00,TW38,China,Normal,1,SN
TW-MPP-00271,Mesin Jarum 1 S7100A,Brother,2019-04-12 00:00:00,TW1,Vietnam,Normal,1,SN
TW-MPP-00272,Mesin Jarum 1  S7180A,Brother,2022-08-01 00:00:00,TW1,China,Normal,1,SN
TW-MPP-00273,Mesin Jarum 1  S7180A,Brother,2023-04-05 00:00:00,TW1,China,Normal,1,SN
